ONS ward No.,Local Authority,Ward,GENERAL,,,,,,,SPOILT PAPERS,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electorate ,Total votes cast,Ballot box Turnout,Total valid votes cast ,valid vote turnout ,Ballots returned including rejected PVs,Total participation turnout,Want of Official Mark,Voting for more candidates,Writing/mark by which voter could be identified,Unmarked or wholly void for uncertainty,Rejected in part,Total number of ballot papers rejected at the count ,Number of postal ballot papers issued,"Total number of ballot papers issued under regulations 77, 78 & 78A",Total number of ballot papers cancelled under 86A,Total number of postal ballot papers issued A1 to A3,Total number of Ballot papers cancelled under Para 78A,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of postal ballot s returned spoilt for cancellation in time for re-issue,Number of postal ballots lost or not received in time for a re-issue,Number of ballot papers cancelled and retrieved in time for re-issue,Number of ballot papers returned as spoilt too late for re-issue,Number of covering envelopes returned by post as undelivered ,Number of covering envelopes NOT received by the Returning Officer by 25th Day,TOTAL numbers B6 to B13,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',How many people tried to register after the close of registration etc?,How many people tried to vote on polling day and were unregistered?,Number of electors who appointed a proxy to vote on their behalf,Emergency proxies issued,How many waivers were granted for this election?,What was your issue date for postal votes sent overseas?,What was your delivery date for postal votes sent to UK electors?,Number of covering envelopes returned on polling day in time for the count,How many covering envelopes returned on the day after polling day by 10pm?,Did you carry out a sweep?,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature),PV statement rejected (Mismatched DoB),PV statement rejected (Mismatched both) ,Ballot paper not returned,Postal voting statement unreturned,Who is your electoral management software supplier?,Which software system do you use for postal vote verification?,What was the total number of polling stations used?,,,,
E05001448,Wakefield,Crofton Ryhill & Walton,"12,089","4,143",34.3,"4,128",34.1,"4,201",34.7,0,3,0,12,0,15,1947,0,0,1947,0,1402,9,0,0,0,0,4,532,1947,1402,2,22,1344,67,,,,,,,,,,,,,,,,,,,,,,,,,
E05001449,Wakefield,Featherstone,"12,778","3,437",26.9,"3,331",26.1,"3,613",28.3,0,14,0,92,0,106,2081,0,0,2081,0,1482,12,0,0,0,0,7,580,2081,1482,1,28,1306,156,,,,,,,,,,,,,,,,,,,,,,,,,
E05001450,Wakefield,Hemsworth,"11,751","3,079",26.2,"3,063",26.1,"3,168",27.0,0,2,0,14,0,16,1724,0,0,1724,0,1295,9,0,0,0,0,4,416,1724,1295,5,21,1206,96,,,,,,,,,,,,,,,,,,,,,,,,,
E05001451,Wakefield,Horbury & South Ossett,"12,017","3,944",32.8,"3,932",32.7,"4,128",34.4,0,1,0,8,3,12,2011,1,0,2012,0,1454,10,1,0,0,0,2,545,2012,1454,4,11,1270,192,,,,,,,,,,,,,,,,,,,,,,,,,
E05001452,Wakefield,Knottingley,"10,354","2,996",28.9,"2,920",28.2,"3,128",30.2,0,4,18,54,0,76,1484,0,0,1484,0,1095,9,0,0,0,0,3,377,1484,1095,1,21,963,124,,,,,,,,,,,,,,,,,,,,,,,,,
E05001453,Wakefield,Normanton,"12,448","3,037",24.4,"2,929",23.5,"3,167",25.4,0,10,0,98,0,108,1787,1,0,1783,0,1252,17,0,1,0,0,1,512,1783,1252,4,25,1122,117,,,,,,,,,,,,,,,,,,,,,,,,,
E05001454,Wakefield,Ossett,"12,627","4,217",33.4,"4,203",33.3,"4,313",34.2,0,2,0,12,0,14,1947,0,0,1947,0,1469,7,0,0,0,0,4,467,1947,1469,4,20,1373,97,,,,,,,,,,,,,,,,,,,,,,,,,
E05001455,Wakefield,Pontefract North,"11,963","3,409",28.5,"3,387",28.3,"3,472",29.0,11,1,0,10,0,22,1876,0,0,1876,0,1301,24,0,0,0,0,4,547,1876,1301,2,17,1238,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05001456,Wakefield,Pontefract South,"11,903","4,237",35.6,"4,220",35.5,"4,298",36.1,0,4,13,0,0,17,2300,0,0,2300,0,1734,16,0,0,0,0,5,545,2300,1734,1,17,1673,68,,,,,,,,,,,,,,,,,,,,,,,,,
E05001457,Wakefield,South Elmsall & South Kirkby,"13,172","3,574",27.1,"3,544",26.9,"3,691",28.0,0,2,0,28,0,30,2311,2,0,2313,0,1686,12,0,2,0,0,6,607,2313,1686,0,39,1569,106,,,,,,,,,,,,,,,,,,,,,,,,,
E05001458,Wakefield,Stanley & Outwood East,"12,373","3,897",31.5,"3,836",31.0,"3,966",32.1,0,5,0,56,0,61,2101,0,0,2101,0,1431,6,0,0,0,0,0,664,2101,1431,4,7,1362,65,,,,,,,,,,,,,,,,,,,,,,,,,
E05001459,Wakefield,Wakefield East,"11,678","3,579",30.7,"3,549",30.4,"3,652",31.3,0,3,0,27,0,30,1536,2,0,1538,0,1105,16,0,2,0,0,12,403,1538,1105,2,18,1032,67,,,,,,,,,,,,,,,,,,,,,,,,,
E05001460,Wakefield,Wakefield North,"10,908","3,353",30.7,"3,330",30.5,"3,435",31.5,0,16,7,0,0,23,1612,0,0,1612,0,1158,8,0,0,0,0,8,438,1612,1158,0,15,1076,83,,,,,,,,,,,,,,,,,,,,,,,,,
E05001461,Wakefield,WAKEFIELD RURAL,"13,451","4,437",33.0,"4,375",32.5,"4,595",34.2,0,5,0,57,0,62,2619,0,0,2619,0,1788,14,0,0,0,0,4,813,2619,1788,1,17,1630,156,,,,,,,,,,,,,,,,,,,,,,,,,
E05001462,Wakefield,Wakefield South,"10,592","4,168",39.4,"4,154",39.2,"4,260",40.2,0,2,0,12,0,14,1934,1,0,1935,0,1441,7,0,1,0,0,4,482,1935,1441,1,12,1349,96,,,,,,,,,,,,,,,,,,,,,,,,,
E05001463,Wakefield,Wakefield West,"11,183","3,306",29.6,"3,256",29.1,"3,519",31.5,0,2,0,48,0,50,2093,0,0,2093,0,1495,10,0,0,0,0,7,581,2093,1495,1,23,1282,208,,,,,,,,,,,,,,,,,,,,,,,,,
E05001464,Wakefield,Wrenthorpe & Outwood West,"11,717","4,015",34.3,"3,998",34.1,"4,096",35.0,0,4,0,13,0,17,2187,0,0,2187,0,1555,17,0,0,0,0,2,613,2187,1555,3,16,1474,69,,,,,,,,,,,,,,,,,,,,,,,,,
E05001301,Walsall,Aldridge Central & South,"11,098","3,829",34.5,"3,810",34.3,"3,886",35.0,0,7,8,12,0,19,1616,0,0,1616,0,1117,15,0,0,0,0,7,477,1616,1117,10,16,1060,65,N/A,N/A,293,1,126,06/05/2014,06/05/2014,16829,132,No,63,44,32,213,157,56,352,206,Halarose,Avant Guard,137,,,,
E05001302,Walsall,Aldridge North & Walsall Wood,"10,336","3,204",31.0,"3,194",30.9,"3,249",31.4,0,3,0,7,0,10,1317,2,0,1319,0,918,13,0,2,0,0,7,379,1319,918,8,10,873,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05001303,Walsall,Bentley & Darlaston North,"9,383","3,125",33.3,"3,109",33.1,"3,181",33.9,0,6,0,10,0,16,1086,1,0,1087,0,767,15,1,0,0,0,3,301,1087,767,2,14,711,54,,,,,,,,,,,,,,,,,,,,,,,,,
E05001304,Walsall,Birchills-Leamore,"10,035","2,910",29.0,"2,897",28.9,"2,965",29.5,10,3,0,0,0,13,1082,2,0,1084,0,778,5,0,2,0,0,4,295,1084,778,8,19,723,59,,,,,,,,,,,,,,,,,,,,,,,,,
E05001305,Walsall,Blakenall,"8,999","2,390",26.6,"2,382",26.5,"2,458",27.3,6,2,0,0,0,8,1023,3,0,1026,0,710,21,0,3,0,0,8,284,1026,710,15,33,642,61,,,,,,,,,,,,,,,,,,,,,,,,,
E05001306,Walsall,Bloxwich East,"9,006","2,629",29.2,"2,615",29.0,"2,666",29.6,0,2,0,12,0,14,1121,0,0,1121,0,803,3,0,0,0,0,1,314,1121,803,7,11,766,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05001307,Walsall,Bloxwich West,"9,877","3,083",31.2,"3,070",31.1,"3,119",31.6,0,1,0,12,0,13,1109,0,0,1109,0,796,4,0,0,0,0,5,304,1109,796,3,16,760,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05001308,Walsall,Brownhills,"9,638","2,891",30.0,"2,878",29.9,"2,959",30.7,10,3,0,0,0,13,1091,0,0,1091,0,758,2,0,0,0,0,6,325,1091,758,10,20,690,72,,,,,,,,,,,,,,,,,,,,,,,,,
E05001309,Walsall,Darlaston South,"9,614","3,163",32.9,"3,151",32.8,"3,187",33.1,0,4,0,8,0,12,1087,1,0,1088,0,798,6,1,0,0,0,2,281,1088,798,4,16,774,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05001310,Walsall,Paddock,"9,864","4,990",50.6,"4,965",50.3,"5,056",51.3,0,7,0,18,0,25,1527,0,0,1527,0,1116,16,0,0,0,0,10,385,1527,1116,8,41,1050,73,,,,,,,,,,,,,,,,,,,,,,,,,
E05001311,Walsall,PALFREY,"10,830","4,863",44.9,"4,833",44.6,"4,944",45.6,12,12,0,6,0,30,1330,6,0,1336,0,1001,12,2,4,0,0,6,311,1336,1001,5,51,920,91,,,,,,,,,,,,,,,,,,,,,,,,,
E05001312,Walsall,Pelsall,"9,056","3,023",33.4,"3,015",33.3,"3,058",33.8,0,4,0,4,0,8,1049,0,0,1049,0,704,3,0,0,0,0,5,337,1049,704,6,12,669,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05001313,Walsall,Pheasey Park Farm,"8,981","3,280",36.5,"3,271",36.4,"3,312",36.9,0,2,0,7,0,9,905,0,0,905,0,578,4,0,0,0,0,1,322,905,578,7,12,546,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05001314,Walsall,Pleck,"9,837","4,014",40.8,"3,984",40.5,"4,076",41.4,0,8,1,21,0,30,1378,2,0,1380,0,1022,10,0,2,0,0,4,342,1380,1022,7,35,960,65,,,,,,,,,,,,,,,,,,,,,,,,,
E05001315,Walsall,Rushall-Shelfield,"9,338","2,892",31.0,"2,880",30.8,"2,938",31.5,0,3,0,9,0,12,1173,0,0,1173,0,797,7,0,0,0,0,0,369,1173,797,10,8,751,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05001317,Walsall,Short Heath,"9,004","2,697",30.0,"2,690",29.9,"2,735",30.4,0,4,0,3,0,7,928,0,0,928,0,651,9,0,0,0,0,7,261,928,651,3,13,613,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05001316,Walsall,St. Matthews,"10,382","4,406",42.4,"4,357",42.0,"4,468",43.0,0,15,0,34,0,49,1335,0,0,1335,0,997,9,0,0,0,0,5,324,1335,997,7,36,935,69,,,,,,,,,,,,,,,,,,,,,,,,,
E05001318,Walsall,Streetly,"11,020","3,829",34.8,"3,813",34.6,"3,887",35.3,0,1,0,15,0,16,1385,3,0,1388,0,950,8,0,3,0,0,5,422,1388,950,6,22,892,67,,,,,,,,,,,,,,,,,,,,,,,,,
E05001319,Walsall,WILLENHALL NORTH,"9,509","2,948",31.0,"2,940",30.9,"3,007",31.6,0,3,0,5,0,8,1111,0,0,1111,0,757,9,0,0,0,0,1,344,1111,757,4,20,698,60,,,,,,,,,,,,,,,,,,,,,,,,,
E05001320,Walsall,Willenhall South,"11,373","3,114",27.4,"3,105",27.3,"3,159",27.8,0,5,4,0,0,9,1232,3,0,1235,0,811,13,0,3,0,0,6,402,1235,811,9,21,766,46,,,,,,,,,,,,,,,,,,,,,,,,,
E05000840,Wigan,Abram,"11,190","2,765",24.7,"2,755",24.6,"2,817",25.2,,,,,,10,1780,6,0,1786,6,1069,17,0,0,0,0,3,697,1786,1069,0,9,1017,43,176,35,131,4,169,06/05/2014,07/05/2014,232,16,No,106,44,328,9,114,47,321,866,Idox,Idox,162,,,,
E05000841,Wigan,Ashton,"9,173","2,715",29.6,"2,703",29.5,"2,754",30.0,0,2,0,10,0,12,1672,0,0,1672,4,1044,18,0,0,6,0,2,602,1672,1044,0,2,1005,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000842,Wigan,Aspull New Springs Whelley,"10,397","3,448",33.2,"3,436",33.0,"3,638",35.0,0,0,0,12,0,12,2239,10,0,2249,3,1230,20,0,7,0,0,1,991,2249,1230,0,9,1040,190,,,,,,,,,,,,,,,,,,,,,,,,,
E05000843,Wigan,Astley Mosley Common,"9,575","2,768",28.9,"2,679",28.0,"2,832",29.6,0,5,0,84,0,89,1837,3,0,1840,3,1130,19,0,1,0,0,5,685,1840,1130,0,6,1066,58,,,,,,,,,,,,,,,,,,,,,,,,,
E05000844,Wigan,Atherleigh,"8,812","2,350",26.7,"2,326",26.4,"2,407",27.3,20,4,0,0,0,24,1404,3,0,1407,1,854,9,0,1,0,0,3,540,1407,854,0,9,797,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05000845,Wigan,Atherton,"11,421","3,135",27.5,"3,103",27.2,"3,193",28.0,0,3,3,26,0,32,1987,5,0,1992,3,1212,24,0,2,0,0,8,746,1992,1212,0,15,1154,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05000846,Wigan,Bryn,"9,331","2,970",31.8,"2,959",31.7,"2,999",32.1,3,5,0,0,3,11,1528,4,0,1532,4,1024,13,0,0,0,0,2,493,1532,1024,0,7,995,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000847,Wigan,Douglas,"10,148","2,523",24.9,"2,502",24.7,"2,584",25.5,0,3,0,18,0,21,1844,0,0,1844,5,1272,9,0,0,0,2,6,555,1844,1272,0,16,1211,45,,,,,,,,,,,,,,,,,,,,,,,,,
E05000848,Wigan,Golborne & Lowton West,"9,172","2,480",27.0,"2,455",26.8,"2,503",27.3,0,4,0,21,0,25,1470,5,0,1475,1,891,16,0,5,0,0,4,559,1475,891,0,10,868,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05000849,Wigan,Hindley,"10,242","2,699",26.4,"2,672",26.1,"2,750",26.8,0,2,0,24,1,27,1860,4,0,1864,3,1141,13,0,1,1,0,4,704,1864,1141,0,4,1090,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05000850,Wigan,Hindley Green,"8,867","2,629",29.7,"2,609",29.4,"2,657",30.0,14,0,0,0,6,20,1569,3,0,1572,0,955,14,0,3,0,0,6,594,1572,955,0,4,927,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05000851,Wigan,Ince,"9,484","2,471",26.1,"2,460",25.9,"2,523",26.6,0,1,0,10,0,11,1617,4,0,1621,4,1075,18,0,0,0,0,5,523,1621,1075,0,9,1023,61,,,,,,,,,,,,,,,,,,,,,,,,,
E05000852,Wigan,Leigh East,"9,629","2,396",24.9,"2,304",23.9,"2,433",25.3,0,18,0,74,0,92,1599,6,0,1605,1,972,19,0,2,0,0,2,610,1605,972,0,15,935,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000853,Wigan,Leigh South,"10,763","3,083",28.6,"2,987",27.7,"3,122",29.0,0,3,1,92,0,96,1807,8,0,1815,2,1093,16,0,6,0,0,6,694,1815,1093,0,13,1054,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000854,Wigan,Leigh West,"11,109","2,764",24.9,"2,663",24.0,"2,833",25.5,81,12,0,8,0,101,1660,3,0,1663,3,1084,15,0,2,1,0,4,557,1663,1084,0,16,1015,53,,,,,,,,,,,,,,,,,,,,,,,,,
E05000855,Wigan,Lowton East,"9,934","3,486",35.1,"3,473",35.0,"3,553",35.8,0,1,0,12,0,13,1791,3,0,1794,3,1102,23,0,0,0,0,3,666,1794,1102,0,14,1035,53,,,,,,,,,,,,,,,,,,,,,,,,,
E05000856,Wigan,Orrell,"9,569","3,174",33.2,"3,161",33.0,"3,216",33.6,12,1,0,0,0,13,2030,3,0,2033,3,1297,26,0,3,0,0,6,701,2033,1297,0,5,1255,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000857,Wigan,Pemberton,"10,290","2,615",25.4,"2,604",25.3,"2,685",26.1,0,0,0,10,1,11,1896,1,0,1897,1,1284,17,0,0,0,0,5,591,1897,1284,0,4,1214,66,,,,,,,,,,,,,,,,,,,,,,,,,
E05000858,Wigan,Shevington With Lower Ground,"9,423","3,160",33.5,"3,153",33.5,"3,203",34.0,0,2,0,5,0,7,1732,3,0,1735,1,1152,9,0,2,0,0,2,570,1735,1152,0,16,1109,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000859,Wigan,Standish With Langtree,"9,911","3,639",36.7,"3,619",36.5,"3,690",37.2,0,4,0,16,0,20,2010,2,0,2012,1,1359,19,0,2,0,0,2,630,2012,1359,0,17,1308,46,,,,,,,,,,,,,,,,,,,,,,,,,
E05000860,Wigan,Tyldesley,"10,782","2,852",26.5,"2,777",25.8,"2,904",26.9,0,7,0,68,0,75,2032,5,0,2037,5,1222,30,0,1,0,0,5,779,2037,1222,0,9,1170,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05000861,Wigan,Wigan Central,"9,548","3,168",33.2,"3,125",32.7,"3,285",34.4,0,8,0,35,0,43,1900,4,0,1904,4,1254,26,0,0,0,0,3,621,1904,1254,0,11,1137,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05000862,Wigan,Wigan West,"10,148","2,864",28.2,"2,849",28.1,"2,910",28.7,12,2,1,0,0,15,1746,4,0,1750,3,1144,21,0,1,0,0,2,582,1750,1144,0,18,1098,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000863,Wigan,Winstanley,"9,112","2,680",29.4,"2,671",29.3,"2,722",29.9,3,1,0,5,0,9,1811,2,0,1813,1,1074,19,0,0,2,0,5,713,1813,1074,0,10,1032,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05000864,Wigan,Worsley Mesnes,"9,175","2,584",28.2,"2,568",28.0,"2,655",28.9,0,1,0,15,0,16,1744,6,0,1750,5,1128,14,0,1,0,0,1,606,1750,1128,0,8,1057,63,,,,,,,,,,,,,,,,,,,,,,,,,
E05000954,Wirral,Bebington,"11,956","4,463",37.3,"4,450",37.2,"4,500",37.6,0,1,0,12,0,13,1698,0,0,1698,0,962,5,0,0,0,0,4,727,1698,962,10,11,925,27,197,24,217,4,292,03/05/2014,06/05/2014,1624,42,Yes,49,29,133,96,155,116,31,92,Xpress,Xpress,103,,,,
E05000955,Wirral,Bidston & St. James,"9,932","2,644",26.6,"2,633",26.5,"2,710",27.3,0,3,0,8,0,11,1007,1,0,1008,0,773,1,0,1,0,0,1,232,1008,773,7,7,707,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05000956,Wirral,Birkenhead & Tranmere,"9,882","3,495",35.4,"3,482",35.2,"3,542",35.8,0,7,0,6,0,13,1695,2,0,1697,0,969,7,0,2,0,0,15,704,1697,969,11,15,922,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000957,Wirral,Bromborough,"11,312","3,440",30.4,"3,422",30.3,"3,463",30.6,0,3,0,15,0,18,1378,0,0,1378,0,946,2,0,0,0,0,7,423,1378,946,4,17,923,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000958,Wirral,Clatterbridge,"11,684","4,726",40.4,"4,711",40.3,"4,796",41.0,0,2,0,13,0,15,1752,2,0,1754,0,1297,5,0,2,0,0,4,516,1754,1297,10,6,1227,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05000959,Wirral,Claughton,"11,184","3,604",32.2,"3,588",32.1,"3,643",32.6,0,2,0,14,0,16,1529,0,0,1529,0,1044,5,0,0,0,0,10,509,1529,1044,14,23,1005,46,,,,,,,,,,,,,,,,,,,,,,,,,
E05000960,Wirral,Eastham,"10,889","3,958",36.3,"3,946",36.2,"4,007",36.8,0,2,0,10,0,12,1604,1,0,1605,0,1152,5,1,0,0,0,8,439,1605,1152,7,19,1103,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05000961,Wirral,Greasby Frankby & Irby,"11,501","4,950",43.0,"4,921",42.8,"5,000",43.5,0,7,0,22,0,29,2167,1,0,2168,0,1623,5,0,1,0,0,3,536,2168,1623,5,18,1573,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000962,Wirral,Heswall,"10,894","4,326",39.7,"4,307",39.5,"4,359",40.0,0,0,0,19,0,19,2291,2,0,2293,0,1662,4,0,2,0,0,5,620,2293,1662,12,18,1629,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000963,Wirral,Hoylake & Meols,"10,403","4,111",39.5,"4,096",39.4,"4,156",40.0,,,,,,15,1638,1,0,1639,0,1198,5,0,1,0,0,3,432,1639,1198,9,10,1153,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000964,Wirral,Leasowe & Moreton East,"10,691","4,009",37.5,"3,998",37.4,"4,043",37.8,0,3,0,8,0,11,1814,4,0,1818,1,1390,2,0,4,0,0,7,415,1818,1390,12,15,1356,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05000965,Wirral,Liscard,"11,120","3,469",31.2,"3,452",31.0,"3,502",31.5,0,2,1,14,0,17,1519,1,0,1520,0,1064,7,0,1,0,0,11,437,1520,1064,5,17,1031,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000966,Wirral,Moreton West & Saughall Massie,"10,885","4,147",38.1,"4,135",38.0,"4,186",38.5,0,0,1,11,0,12,1658,0,0,1658,0,1244,2,0,0,0,0,8,404,1658,1244,4,19,1205,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000967,Wirral,New Brighton,"10,823","3,929",36.3,"3,914",36.2,"3,971",36.7,0,2,0,13,0,15,1538,1,0,1539,2,1141,2,0,1,0,0,4,391,1539,1141,6,18,1099,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000968,Wirral,Oxton,"11,281","4,235",37.5,"4,226",37.5,"4,270",37.9,0,3,0,6,0,9,1591,1,0,1592,2,1133,6,0,1,0,0,5,447,1592,1133,10,9,1098,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000969,Wirral,Pensby & Thingwall,"10,520","4,106",39.0,"4,086",38.8,"4,153",39.5,0,3,0,17,0,20,2544,3,0,2547,0,1719,7,0,3,0,0,6,1412,2547,1719,16,32,1672,56,,,,,,,,,,,,,,,,,,,,,,,,,
E05000970,Wirral,Prenton,"10,820","3,699",34.2,"3,686",34.1,"3,724",34.4,0,3,0,10,0,13,1725,2,0,1727,0,1235,7,0,2,0,0,10,173,1727,1235,11,17,1210,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000971,Wirral,Rock Ferry,"9,654","2,559",26.5,"2,544",26.4,"2,589",26.8,0,3,0,12,0,15,915,2,0,917,0,624,1,0,2,0,0,8,282,917,624,5,12,594,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000972,Wirral,Seacombe,"10,286","2,746",26.7,"2,735",26.6,"2,770",26.9,0,1,0,10,0,11,1183,2,0,1185,0,811,5,0,2,0,0,3,388,1185,811,10,23,787,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000973,Wirral,Upton,"12,101","3,977",32.9,"3,957",32.7,"4,042",33.4,17,1,0,2,0,20,2835,2,0,2837,1,1489,4,0,2,0,0,22,1320,2837,1489,22,59,1424,93,,,,,,,,,,,,,,,,,,,,,,,,,
E05000974,Wirral,Wallasey,"11,752","4,548",38.7,"4,535",38.6,"4,583",39.0,0,1,0,12,0,13,1782,4,0,1786,0,1322,4,0,4,0,0,0,456,1786,1322,6,10,1287,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000975,Wirral,West Kirby & Thurstaston,"10,365","4,373",42.2,"4,353",42.0,"4,408",42.5,14,1,0,5,0,20,2227,1,0,2228,0,1654,6,0,1,0,0,4,563,2228,1654,15,10,1619,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05001321,Wolverhampton,Bilston East,"9,313","2,503",26.9,"2,499",26.8,"2,543",27.3,,,,4,,4,722,1,,723,1,466,10,,1,,,,,477,466,5,28,426,,46,8,117,3,124,02/05/2014,12/05/2014,1845,10,no,72,8,19,265,165,74,,,Xpress,Xpress,146,,,,
E05001322,Wolverhampton,Bilston North,"8,795","2,676",30.4,"2,666",30.3,"2,716",30.9,,2,,8,,10,791,,,791,,566,11,,,,,3,211,791,566,2,17,526,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001323,Wolverhampton,BLAKENHALL,"8,543","3,138",36.7,"3,122",36.5,"3,193",37.4,,2,,14,,16,743,1,,744,1,543,12,,1,,,2,185,743,543,6,28,488,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001324,Wolverhampton,Bushbury North,"9,069","3,097",34.1,"3,083",34.0,"3,125",34.5,,2,,12,,14,903,1,,904,2,648,,,1,,,2,300,951,648,2,23,620,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001325,Wolverhampton,Bushbury South & Low Hill,"9,603","2,234",23.3,"2,219",23.1,"2,305",24.0,,2,,13,,15,894,2,,896,2,555,,,2,,,,341,898,555,6,42,484,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001326,Wolverhampton,East Park,"8,852","2,353",26.6,"2,347",26.5,"2,401",27.1,,2,,4,,6,719,1,,720,3,482,,,1,,,6,231,720,482,10,28,434,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001327,Wolverhampton,Ettingshall,"9,168","2,709",29.5,"2,692",29.4,"2,749",30.0,,2,,15,,17,763,4,,767,5,522,,,4,,,2,231,759,522,4,21,482,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001328,Wolverhampton,Fallings Park,"8,964","2,752",30.7,"2,742",30.6,"2,788",31.1,,4,,6,,10,837,4,,841,4,575,,,4,,,,242,821,575,2,22,539,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001329,Wolverhampton,GRAISELEY,"8,407","3,042",36.2,"3,027",36.0,"3,100",36.9,,4,5,6,,15,1020,1,,1021,1,723,,,1,,,,286,1010,723,4,30,665,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001330,Wolverhampton,Heath Town,"8,854","2,319",26.2,"2,303",26.0,"2,370",26.8,6,10,,,,16,796,1,,797,2,460,,,1,,,,321,782,460,2,21,409,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001331,Wolverhampton,MERRY HILL,"9,264","3,407",36.8,"3,391",36.6,"3,443",37.2,,5,,11,,16,1129,1,,1130,1,731,,,1,,,,,,731,7,30,695,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001332,Wolverhampton,Oxley,"8,977","2,676",29.8,"2,661",29.6,"2,712",30.2,,4,,11,,15,963,,,963,,651,,,,,,,,,651,1,12,615,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001333,Wolverhampton,Park,"8,029","2,964",36.9,"2,955",36.8,"3,015",37.6,,,,9,,9,907,3,,910,4,628,,,3,,,,259,890,628,2,26,577,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001334,Wolverhampton,PENN,"9,985","4,063",40.7,"4,043",40.5,"4,133",41.4,,2,,18,,20,1271,3,,1274,4,919,,,3,,,,,,919,2,35,849,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001336,Wolverhampton,Spring Vale,"8,775","3,235",36.9,"3,226",36.8,"3,276",37.3,,3,,6,,9,853,,,853,2,648,,,,,,,,,648,7,23,607,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001335,Wolverhampton,St. Peters,"8,189","2,163",26.4,"2,149",26.2,"2,189",26.7,,5,,9,,14,578,,,578,,394,,,,,,,,,394,2,15,368,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001337,Wolverhampton,Tettenhall Regis,"9,263","3,543",38.2,"3,533",38.1,"3,602",38.9,,,,10,,10,1339,,,1339,,945,,,,,,,,,945,6,18,886,,,,,,,,,,,,,,,,,,,,,,,,,,
